Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty50 Value 20,01-01-2016,3574.1,3585.85,3557.25,3580.1,.25,.01,35007003,1255.26,14.97,2.35,2.09
Nifty50 Value 20,04-01-2016,3559.7,3570.55,3503.05,3508.7,-71.4,-1.99,69710264,2878.48,14.67,2.3,2.13
Nifty50 Value 20,05-01-2016,3526.1,3526.1,3483.05,3506.3,-2.4,-.07,82109533,3064.85,14.66,2.3,2.13
Nifty50 Value 20,06-01-2016,3509.35,3522.1,3489.35,3500.65,-5.65,-.16,80952608,3492.51,14.64,2.3,2.14
Nifty50 Value 20,07-01-2016,3467.25,3467.25,3421.25,3427.4,-73.25,-2.09,100866567,3775.77,14.33,2.25,2.18
Nifty50 Value 20,08-01-2016,3444.5,3455.75,3432.9,3443.3,15.9,.46,77507888,3010.78,14.4,2.26,2.17
Nifty50 Value 20,11-01-2016,3410.9,3443.4,3396.95,3422.35,-20.95,-.61,96563765,3667.35,14.31,2.24,2.19
Nifty50 Value 20,12-01-2016,3431.9,3432.1,3378.95,3392.3,-30.05,-.88,91866478,3615.53,14.18,2.22,2.21
Nifty50 Value 20,13-01-2016,3411.35,3441.15,3351.6,3426.3,34,1,125798792,5561,14.32,2.24,2.18
Nifty50 Value 20,14-01-2016,3378.35,3461.9,3365.55,3420.4,-5.9,-.17,109606164,5167.89,14.3,2.24,2.19
Nifty50 Value 20,15-01-2016,3439.75,3440.1,3363.45,3370.9,-49.5,-1.45,121522701,4891.47,14.09,2.21,2.22
Nifty50 Value 20,18-01-2016,3365.05,3391.95,3316.75,3326.25,-44.65,-1.32,145132702,4777.43,13.88,2.18,2.25
Nifty50 Value 20,19-01-2016,3347.35,3383.55,3339.25,3371.4,45.15,1.36,103549430,3750.31,14.08,2.21,2.22
Nifty50 Value 20,20-01-2016,3339.95,3339.95,3278,3310.4,-61,-1.81,118867982,4443.58,13.83,2.17,2.26
Nifty50 Value 20,21-01-2016,3346.55,3366.45,3293.7,3310.4,0,0,131997658,4760.73,13.83,2.17,2.26
Nifty50 Value 20,22-01-2016,3354.2,3379.2,3341.25,3374.55,64.15,1.94,112454715,3828.1,14.06,2.21,2.22
Nifty50 Value 20,25-01-2016,3398.9,3403.45,3366.25,3381.2,6.65,.2,83971005,2887.27,14.09,2.22,2.21
Nifty50 Value 20,27-01-2016,3394.8,3394.8,3373,3380.7,-.5,-.01,92380284,3326.34,14.09,2.21,2.21
Nifty50 Value 20,28-01-2016,3379.55,3390.35,3365.8,3376.4,-4.3,-.13,123191433,4434.52,13.89,2.21,2.22
