Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
NIFTY500 Value 50,24-10-2018,-,-,-,4086.79,81.5,2.03,286143882,3564.34,33.12,.91,4.05
NIFTY500 Value 50,25-10-2018,-,-,-,4036.56,-50.22,-1.23,430787895,4744.83,32.71,.9,4.1
NIFTY500 Value 50,26-10-2018,-,-,-,4023.1,-13.46,-.33,294450467,3310.19,32.6,.9,4.11
NIFTY500 Value 50,29-10-2018,-,-,-,4168.04,144.94,3.6,380765808,3638.35,33.77,.93,3.97
NIFTY500 Value 50,30-10-2018,-,-,-,4157.33,-10.72,-.26,451305552,4496.38,33.69,.93,3.98
NIFTY500 Value 50,31-10-2018,-,-,-,4191.14,33.81,.81,364881791,4454.97,33.91,.93,3.93
NIFTY500 Value 50,01-11-2018,-,-,-,4232.94,41.79,1,436413696,4404.57,34.25,.94,3.89
NIFTY500 Value 50,02-11-2018,-,-,-,4309.1,76.16,1.8,582717111,6811.4,34.86,.95,3.82
NIFTY500 Value 50,05-11-2018,-,-,-,4283.46,-25.64,-.59,338088641,3583.15,34.66,.95,3.85
NIFTY500 Value 50,06-11-2018,-,-,-,4283.79,0.33,.01,294440365,4045.48,34.89,.94,3.86
NIFTY500 Value 50,09-11-2018,-,-,-,4371.93,54.6,1.26,328570141,4161.16,36.27,.96,3.78
NIFTY500 Value 50,12-11-2018,-,-,-,4279.45,-92.48,-2.12,299008285,3939.33,35.51,.94,3.87
NIFTY500 Value 50,13-11-2018,-,-,-,4307.35,27.9,.65,366370937,4611.1,35.74,.95,3.84
NIFTY500 Value 50,14-11-2018,-,-,-,4339.28,31.93,.74,362551577,5819.59,36,.95,3.81
NIFTY500 Value 50,15-11-2018,-,-,-,4376.24,36.96,.85,274765005,4424.26,36.27,.96,3.78
NIFTY500 Value 50,16-11-2018,-,-,-,4333.03,-43.21,-.99,395032257,6769.51,35.95,.95,3.82
NIFTY500 Value 50,19-11-2018,-,-,-,4358.96,25.93,.6,357824983,4455.26,33.53,.96,3.79
NIFTY500 Value 50,20-11-2018,-,-,-,4279.96,-79.0,-1.81,340074384,4374.33,16.99,.95,3.81
NIFTY500 Value 50,21-11-2018,-,-,-,4294.28,14.32,.33,290515021,4451.94,17.3,.95,3.79
NIFTY500 Value 50,22-11-2018,-,-,-,4231.86,-62.42,-1.45,274054790,3296.9,20,.94,3.85
NIFTY500 Value 50,26-11-2018,-,-,-,4216.93,-14.93,-.35,277033946,4080.55,19.56,.94,3.86
NIFTY500 Value 50,27-11-2018,-,-,-,4232.93,16.01,.38,299232694,4199.75,19.63,.94,3.85
NIFTY500 Value 50,28-11-2018,-,-,-,4137.11,-95.83,-2.26,329826295,4653.77,19.18,.92,3.94
NIFTY500 Value 50,29-11-2018,-,-,-,4149.28,12.18,.29,394080407,5550.51,19.24,.92,3.93
NIFTY500 Value 50,30-11-2018,-,-,-,4111.16,-38.12,-.92,497775120,5068.43,19.06,.91,3.96
NIFTY500 Value 50,03-12-2018,-,-,-,4197.63,86.47,2.1,551388414,4706.19,18.59,.94,3.88
NIFTY500 Value 50,04-12-2018,-,-,-,4227.89,30.25,.72,546505992,3893.85,18.73,.94,3.85
NIFTY500 Value 50,05-12-2018,-,-,-,4122.12,-105.76,-2.5,417332016,3966.59,18.26,.92,3.95
NIFTY500 Value 50,06-12-2018,-,-,-,4057.24,-64.89,-1.57,433250858,4227.75,17.98,.91,4.02
NIFTY500 Value 50,07-12-2018,-,-,-,4050.67,-6.57,-.16,415554335,3966.03,17.95,.9,4.02
NIFTY500 Value 50,10-12-2018,-,-,-,3981.57,-69.09,-1.71,395190115,4510.51,17.64,.89,4.09
NIFTY500 Value 50,11-12-2018,-,-,-,4015.36,33.79,.85,413193481,4163.11,17.79,.9,4.06
NIFTY500 Value 50,12-12-2018,-,-,-,4101.48,86.11,2.14,398845298,4132.09,17.68,.92,3.97
NIFTY500 Value 50,13-12-2018,-,-,-,4117.57,16.09,.39,341231787,3654.67,17.75,.92,3.96
