Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
NIFTY SME EMERGE,17-11-2017,-,-,-,1411.22,11.88,.85,-,-,23.99,3.37,.32
NIFTY SME EMERGE,20-11-2017,-,-,-,1422.7,11.48,.81,-,-,24.18,3.39,.32
NIFTY SME EMERGE,21-11-2017,-,-,-,1441.62,18.92,1.33,-,-,24.48,3.44,.31
NIFTY SME EMERGE,22-11-2017,-,-,-,1451.61,9.99,.69,-,-,22.79,3.46,.31
NIFTY SME EMERGE,23-11-2017,-,-,-,1450.65,-.95,-.07,-,-,22.96,3.46,.31
NIFTY SME EMERGE,24-11-2017,-,-,-,1463.57,12.91,.89,-,-,24.5,3.49,.31
NIFTY SME EMERGE,27-11-2017,-,-,-,1474.56,10.99,.75,-,-,24.69,3.52,.31
NIFTY SME EMERGE,28-11-2017,-,-,-,1479.1,4.54,.31,-,-,24.93,3.53,.3
NIFTY SME EMERGE,29-11-2017,-,-,-,1495.14,16.04,1.08,-,-,25.32,3.57,.3
NIFTY SME EMERGE,30-11-2017,-,-,-,1512.75,17.61,1.18,-,-,25.62,3.61,.3
NIFTY SME EMERGE,01-12-2017,-,-,-,1532.4,19.65,1.3,-,-,25.82,3.66,.29
NIFTY SME EMERGE,04-12-2017,-,-,-,1552.81,20.4,1.33,-,-,26.16,3.71,.29
NIFTY SME EMERGE,05-12-2017,-,-,-,1554.35,1.55,.1,-,-,27.1,3.71,.29
NIFTY SME EMERGE,06-12-2017,-,-,-,1551.07,-3.29,-.21,-,-,27.04,3.7,.29
NIFTY SME EMERGE,07-12-2017,-,-,-,1557.68,6.61,.43,-,-,27.15,3.72,.29
NIFTY SME EMERGE,08-12-2017,-,-,-,1569.81,12.13,.78,-,-,28.26,3.67,.28
NIFTY SME EMERGE,11-12-2017,-,-,-,1571.37,1.56,.1,-,-,27.39,3.68,.28
NIFTY SME EMERGE,12-12-2017,-,-,-,1594.83,23.46,1.49,-,-,27.8,3.73,.28
NIFTY SME EMERGE,13-12-2017,-,-,-,1610.89,16.06,1.01,-,-,28.08,3.77,.28
NIFTY SME EMERGE,14-12-2017,-,-,-,1612.95,2.06,.13,-,-,28.12,3.77,.28
NIFTY SME EMERGE,15-12-2017,-,-,-,1622.25,9.29,.58,-,-,28.28,3.41,.27
NIFTY SME EMERGE,18-12-2017,-,-,-,1644.8,22.55,1.39,-,-,29.41,3.32,.29
NIFTY SME EMERGE,19-12-2017,-,-,-,1675.07,30.27,1.84,-,-,29.95,3.34,.28
NIFTY SME EMERGE,20-12-2017,-,-,-,1714.93,39.86,2.38,-,-,30.67,3.41,.27
NIFTY SME EMERGE,21-12-2017,-,-,-,1733.03,18.1,1.06,-,-,30.99,3.45,.27
NIFTY SME EMERGE,22-12-2017,-,-,-,1754.78,21.75,1.26,-,-,31.38,3.46,.26
NIFTY SME EMERGE,26-12-2017,-,-,-,1795.95,41.17,2.35,-,-,32.11,3.54,.25
NIFTY SME EMERGE,27-12-2017,-,-,-,1803.94,7.99,.44,-,-,32.26,3.55,.25
NIFTY SME EMERGE,28-12-2017,-,-,-,1817.54,13.6,.75,-,-,32.5,3.58,.25
NIFTY SME EMERGE,29-12-2017,-,-,-,1819.47,1.93,.11,-,-,33.59,3.8,.18
NIFTY SME EMERGE,01-01-2018,-,-,-,1847.13,27.66,1.52,-,-,33.55,3.83,.17
NIFTY SME EMERGE,02-01-2018,-,-,-,1853.09,5.95,.32,-,-,33.66,3.84,.17
NIFTY SME EMERGE,03-01-2018,-,-,-,1861.28,8.19,.44,-,-,33.97,3.86,.17
NIFTY SME EMERGE,04-01-2018,-,-,-,1868.33,7.05,.38,-,-,34.31,3.87,.17
NIFTY SME EMERGE,05-01-2018,-,-,-,1872.45,4.12,.22,-,-,34.39,3.85,.17
NIFTY SME EMERGE,08-01-2018,-,-,-,1860.23,-12.21,-.65,-,-,34.16,3.81,.17
NIFTY SME EMERGE,09-01-2018,-,-,-,1850.56,-9.68,-.52,-,-,33.63,3.79,.17
NIFTY SME EMERGE,10-01-2018,-,-,-,1859.78,9.22,.5,-,-,33.8,3.81,.17
NIFTY SME EMERGE,11-01-2018,-,-,-,1860.77,1,.05,-,-,33.82,3.82,.17
NIFTY SME EMERGE,12-01-2018,-,-,-,1868.51,7.74,.42,-,-,33.96,3.83,.17
NIFTY SME EMERGE,15-01-2018,-,-,-,1872.58,4.07,.22,-,-,34.03,3.84,.17
NIFTY SME EMERGE,16-01-2018,-,-,-,1845.21,-27.38,-1.46,-,-,33.53,3.78,.17
NIFTY SME EMERGE,17-01-2018,-,-,-,1849.73,4.52,.25,-,-,33.62,3.77,.17
NIFTY SME EMERGE,18-01-2018,-,-,-,1834.75,-14.98,-.81,-,-,33.34,3.74,.17
NIFTY SME EMERGE,19-01-2018,-,-,-,1842.3,7.55,.41,-,-,33.48,3.76,.17
NIFTY SME EMERGE,22-01-2018,-,-,-,1852.41,10.11,.55,-,-,33.66,3.76,.13
NIFTY SME EMERGE,23-01-2018,-,-,-,1864.79,12.38,.67,-,-,33.89,3.78,.13
NIFTY SME EMERGE,24-01-2018,-,-,-,1853.62,-11.17,-.6,-,-,33.69,3.76,.13
NIFTY SME EMERGE,25-01-2018,-,-,-,1857.63,4,.22,-,-,33.76,3.77,.13
NIFTY SME EMERGE,29-01-2018,-,-,-,1847.17,-10.46,-.56,-,-,33.57,3.75,.13
NIFTY SME EMERGE,30-01-2018,-,-,-,1829.08,-18.09,-.98,-,-,33.24,3.71,.13
NIFTY SME EMERGE,31-01-2018,-,-,-,1816.1,-12.98,-.71,-,-,33.01,3.66,.13
NIFTY SME EMERGE,01-02-2018,-,-,-,1814.2,-1.9,-.1,-,-,32.97,3.65,.13
NIFTY SME EMERGE,02-02-2018,-,-,-,1739.95,-74.25,-4.09,-,-,31.62,3.5,.14
NIFTY SME EMERGE,05-02-2018,-,-,-,1723.3,-16.65,-.96,-,-,31.32,3.47,.14
NIFTY SME EMERGE,06-02-2018,-,-,-,1674.15,-49.15,-2.85,-,-,30.43,3.37,.14
NIFTY SME EMERGE,07-02-2018,-,-,-,1709.56,35.41,2.12,-,-,31.07,3.44,.14
NIFTY SME EMERGE,08-02-2018,-,-,-,1723.36,13.8,.81,-,-,31.32,3.47,.14
NIFTY SME EMERGE,09-02-2018,-,-,-,1739.83,16.47,.96,-,-,31.62,3.5,.17
NIFTY SME EMERGE,12-02-2018,-,-,-,1755.3,15.46,.89,-,-,31.9,3.53,.16
NIFTY SME EMERGE,14-02-2018,-,-,-,1754.11,-1.18,-.07,-,-,31.88,3.53,.16
NIFTY SME EMERGE,15-02-2018,-,-,-,1745.76,-8.36,-.48,-,-,31.73,3.51,.17
NIFTY SME EMERGE,16-02-2018,-,-,-,1741.16,-4.6,-.26,-,-,31.64,3.5,.17
NIFTY SME EMERGE,19-02-2018,-,-,-,1720.87,-20.29,-1.17,-,-,31.27,3.46,.17
NIFTY SME EMERGE,20-02-2018,-,-,-,1717.66,-3.21,-.19,-,-,31.22,3.45,.17
NIFTY SME EMERGE,21-02-2018,-,-,-,1705.98,-11.68,-.68,-,-,31,3.43,.17
NIFTY SME EMERGE,22-02-2018,-,-,-,1698.02,-7.97,-.47,-,-,30.86,3.41,.17
NIFTY SME EMERGE,23-02-2018,-,-,-,1711.58,13.56,.8,-,-,31.11,3.44,.17
NIFTY SME EMERGE,26-02-2018,-,-,-,1713.6,2.02,.12,-,-,31.14,3.45,.17
NIFTY SME EMERGE,27-02-2018,-,-,-,1710.19,-3.41,-.2,-,-,31.08,3.44,.17
NIFTY SME EMERGE,28-02-2018,-,-,-,1706.69,-3.5,-.2,-,-,31.02,3.43,.17
NIFTY SME EMERGE,01-03-2018,-,-,-,1714.43,7.74,.45,-,-,31.16,3.45,.17
NIFTY SME EMERGE,05-03-2018,-,-,-,1707.21,-7.22,-.42,-,-,31.03,3.43,.17
NIFTY SME EMERGE,06-03-2018,-,-,-,1701.49,-5.72,-.34,-,-,30.92,3.42,.17
NIFTY SME EMERGE,07-03-2018,-,-,-,1678.32,-23.17,-1.36,-,-,30.5,3.37,.17
NIFTY SME EMERGE,08-03-2018,-,-,-,1656.03,-22.29,-1.33,-,-,30.1,3.33,.17
NIFTY SME EMERGE,09-03-2018,-,-,-,1652.96,-3.08,-.19,-,-,30.04,3.32,.17
NIFTY SME EMERGE,12-03-2018,-,-,-,1658.83,5.88,.36,-,-,30.15,3.34,.17
NIFTY SME EMERGE,13-03-2018,-,-,-,1667.76,8.92,.54,-,-,30.31,3.35,.17
